3.675565425032942257e-02,3.974532255321991392e-02,2.573271500998379827e-02,1.457816583937113913e-02,2.545478358261680368e-02,2.917180588080328651e-02,6.665952186305520652e-03,2.549628355325479420e-02,4.646111795057577404e-02,4.646111795057577404e-02
3.675565425032942257e-02,3.974532255321991392e-02,2.573271500998379827e-02,1.457816583937113913e-02,2.545478358261680368e-02,2.917180588080328651e-02,6.665952186305520652e-03,2.549628355325479420e-02,4.646111795057577404e-02,4.646111795057577404e-02
3.574360859277540131e-02,3.752798741110201924e-02,3.510784152637647093e-02,1.686559404525486347e-02,2.566755446475382091e-02,1.834151851700960983e-02,7.600324733352935985e-03,2.521751358385623462e-02,3.632488254244960191e-02,3.632488254244960191e-02
3.170230064865808828e-02,4.311049512305441950e-02,3.719852451728344889e-02,2.278890921647635376e-02,2.474966519185071295e-02,1.431133493515206884e-02,1.610173516562638310e-02,2.042533518594578934e-02,1.386783765199983871e-02,1.386783765199983871e-02
2.533689197863111739e-02,3.687458531813341683e-02,4.475350092726583517e-02,2.303570348656527531e-02,2.474966519185071295e-02,2.300056210692885336e-02,1.647213611926817700e-02,2.625645591573497542e-02,1.386783765199983871e-02,1.386783765199983871e-02
2.249490599264767146e-02,3.748121517272866299e-02,4.280535875314642191e-02,3.235535758018207725e-02,1.634868626894583898e-02,2.372831548110637331e-02,1.604095645838445050e-02,3.260504761831045650e-02,3.041933495385984107e-02,3.041933495385984107e-02
3.036717205515238743e-02,4.244740309766749375e-02,2.105466396633621021e-02,3.590219729474222743e-02,1.634868626894583898e-02,2.381571161684357951e-02,1.952456427790255286e-02,3.369936724734148153e-02,4.275092437601071133e-02,4.275092437601071133e-02
3.036717205515238743e-02,5.053431056798094595e-02,1.624359845567422550e-02,5.377133226809874961e-02,1.202820743380577165e-02,1.882780406298806622e-02,2.209332752112373038e-02,3.220626249753649750e-02,3.545324207723273002e-02,3.545324207723273002e-02
5.255687296071354098e-02,4.947648890794545395e-02,6.898405499946018427e-03,4.970049571591561577e-02,2.110513520953604880e-02,2.130798541053444822e-02,2.746648601810264614e-02,3.049725707428882493e-02,2.352854013634557775e-02,2.352854013634557775e-02
6.487157388757641696e-02,2.594282040120552205e-02,1.038506605936247509e-02,4.697175579596904460e-02,2.652416116634317977e-02,2.893908551084721156e-02,2.582538705982446309e-02,3.837895872726202612e-02,3.058359518906269767e-02,3.058359518906269767e-02
6.348041361855329134e-02,2.532584587952129221e-02,2.202156272839590409e-02,3.898663926259927220e-02,2.729828269323120518e-02,3.719105309475726623e-02,2.204303008787822718e-02,3.902558792166081758e-02,3.685057996743550113e-02,3.685057996743550113e-02
6.126480363610777025e-02,2.794843579657612168e-02,2.505758596347594166e-02,3.377340218345024903e-02,2.572811646023237878e-02,4.474182648477121466e-02,2.678299315959103630e-02,2.031170816429261547e-02,5.321772417729814242e-02,5.321772417729814242e-02
6.126480363610777025e-02,5.325529195557378997e-02,2.414054779931476893e-02,2.663493711401827488e-02,2.004117633003709917e-02,4.789940879205498159e-02,3.850894532545633825e-02,1.196093769889629288e-02,5.980405207401733730e-02,5.980405207401733730e-02
5.762861858989973274e-02,6.128699892220973444e-02,2.307573408170912957e-02,3.134346861612896662e-02,2.804318673027232992e-02,4.104074253825628488e-02,5.362667932519298714e-02,1.800840539414350072e-02,5.701668319098153470e-02,5.701668319098153470e-02
5.590560134428004119e-02,6.965832039991867730e-02,2.461143319446471023e-02,5.376976029947679037e-02,3.443518568574881200e-02,5.628397030998048139e-02,7.518167675465146915e-02,4.596396914036752351e-02,5.672350819997348109e-02,5.672350819997348109e-02
4.711965693381399423e-02,7.162151904513701373e-02,3.513189467571474489e-02,8.381081614133825686e-02,5.338381549692990807e-02,6.976696083513994617e-02,8.322896587155201309e-02,7.989772860775930241e-02,6.792159971057011580e-02,6.792159971057011580e-02
3.969834344284124683e-02,9.062048280354374763e-02,8.038751339807147234e-02,9.618160538599861142e-02,8.128738058636930663e-02,1.047129443633746937e-01,8.159506474065125747e-02,1.123091132141768034e-01,8.173309258991973136e-02,8.173309258991973136e-02
4.714727401275369684e-02,1.277828616841868714e-01,1.155627371099118006e-01,1.329515180109230588e-01,9.243274277611941703e-02,1.032076238925248302e-01,9.506094765277267600e-02,1.278239613874340985e-01,9.539221308339530803e-02,9.539221308339530803e-02
5.779364504766682648e-02,1.453249021859588375e-01,1.340284502929024457e-01,1.514829248850289578e-01,1.360398547548892778e-01,1.391885786051961782e-01,1.371674848061943119e-01,1.577281118969360296e-01,1.173382092775063917e-01,1.173382092775063917e-01
1.096525057136338993e-01,1.871385226242142652e-01,1.862228847071412396e-01,1.701359586861204143e-01,1.360398547548892778e-01,1.792071206505290448e-01,1.816798684752812254e-01,1.732026409993192573e-01,1.173382092775063917e-01,1.173382092775063917e-01
1.365887848662915571e-01,2.147555961438809835e-01,2.014091265123478802e-01,1.945952264352829031e-01,1.966620668319201126e-01,1.981881871559695585e-01,2.022897270559194383e-01,2.058359401154240820e-01,1.762063928783700884e-01,1.762063928783700884e-01
